"","hpl4_a","hpl4_b","hpl4_c","hpl7_a","hpl7_b","hpl7_c","hpl8_a","hpl8_b","hpl8_c","lpl2_a","lpl2_b","lpl2_c","lpl6_a","lpl6_b","lpl6_c","lpl7_a","lpl7_b","lpl7_c","mpl4_a","mpl4_b","mpl4_c","mpl5_a","mpl5_b","mpl5_c","mpl9_a","mpl9_b","mpl9_c"
"hpl8_b_DN1612_c7_g1_i1",10.8766079248497,3.39066168929173,2.19444587319099,2.47271319498202,9.25057735849102,2.85812548122109,5.8161238303404,18.6234961612252,7.31774881531857,3.96582182512295,9.59965119176203,7.37088776214123,3.48397558160215,7.85565653808133,7.12051675612054,5.17124482051811,0,5.93640207072096,2.07191391898681,2.57784420265365,13.938262485712,3.92528317500181,4.03191492634869,2.01864131714554,4.79689207296448,2.7906249429435,3.32263018047036
"hpl8_b_DN4082_c0_g1_i2",29.3221587555785,3.39921501710524,6.6285676124448,6.20977825197929,9.29345023521731,2.86472468442123,10.4557534933225,56.6260801493685,29.344298736748,13.8070371343165,11.4540752595792,12.2730058254395,50.2111268837946,24.0246236780422,12.4437594408502,19.8821662202405,2.29114899478682,13.3106923839992,24.9039519225104,28.430845954644,22.2991354948811,11.8209314166978,38.3243754357502,17.1691012503936,22.6566579142986,8.70033193136191,21.620053171131
"hpl8_b_DN3047_c0_g1_i1",7.67706254390611,0,4.22867012203137,2.71928213073585,2.78276580268816,0,2.35405254692386,8.16023404477672,2.89382846176716,6.13279971925861,1.95809238385074,1.2344144439426,3.12506650581161,3.38902410426078,8.04277935540364,4.67861788082348,0,7.55332732851,1.02652674015136,2.55352215371814,2.77796776336193,3.08156192847914,2.01191746741469,2.01763038281766,4.35359438593991,3.52543857946977,7.44995765443195
"hpl8_b_DN4215_c0_g1_i1",0,0,23.3074051912339,29.6420468483577,26.4676611279708,5.66764671666296,2.94008619218049,7.34199077656432,6.51349097259918,24.4878791322642,3.91882270859815,6.16799331744391,26.9469924304646,4.06173803316623,8.04123423196448,2.00368673731882,16.5717381311334,13.5861884161579,3.07989492589266,10.2167471206788,22.2254220166728,3.08478017217592,4.02237069227443,2.016579489715,33.9783343849422,39.9208325889265,6.61996470010241
"hpl8_b_DN4215_c0_g2_i1",8.76246467058133,0,8.50269853040999,8.48416408609077,2.78907001344641,2.83493021931192,2.3479327799413,6.51640910863408,5.7954424402554,0,0,0,10.5379584205248,2.02711374670447,1.7884591278486,8.00192339556721,0,1.50686394476851,5.13719616612488,2.55387563014774,2.78355911194794,2.31660150014696,7.03820091443514,4.03188146651289,5.93232815622922,4.35323214645457,6.62179315909026
"hpl8_b_DN3861_c0_g1_i1",14.2208743164517,6.71273597536269,12.8211437620742,5.47163542717298,2.79783684803702,11.3453860305206,4.68279924602291,12.2002567879715,6.52609453055293,2.02474524307185,11.7418605301842,1.23228842474519,5.46391309500671,13.4653725483185,6.25965377254947,15.948384634804,4.69671072030709,4.51098110417149,3.08609775378455,10.2185639002345,0,7.74028560537772,2.01155986121188,7.05684277627024,6.99715980284173,8.74073121623732,8.27529550374372
"hpl8_b_DN3808_c0_g1_i2",1.09664552096389,16.7387851096839,0,0.604403699189859,2.08767897745369,0,1.17682072834015,7.3437174252756,1.4469323270215,0,15.6616837679135,9.87402082117951,0.390596237412483,0,0,1.33668510027248,18.9603212041801,0,0,12.7676619274475,2.7777684986957,0,1.00588890014478,0,0,1.0849168517493,4.13898188693828
"hpl8_b_DN21929_c0_g1_i1",1.09178726285624,0,2.15505815489276,1.83244510214269,0,0,4.67007483698066,9.74297103974531,2.1807310165073,0,0,3.69540256510457,3.11509507282138,1.3370456776783,0.893452320869297,2.63911394723317,9.32617710986838,0,2.06172756206694,10.2414786142518,0,2.33168432056085,7.04282013042472,2.01586697779916,3.33795706975932,1.64927438214462,7.45665125962442
"hpl8_b_DN21928_c0_g1_i2",1.09582778277048,0,2.12165075189183,0.908079951785043,0.696782719853643,0,1.174923365516,4.891014532102,0.723877957189971,4.07731692751274,0,1.23362291401138,1.95212444976066,1.35303830067301,0,2.66936895015777,0,1.50861955539894,3.08125304944476,0,0,3.85841562142035,3.0169253063842,1.00812500249559,1.7430942780564,4.07618345909731,1.65545604322995
"hpl8_b_DN13173_c0_g1_i1",1.09108067540357,37.0973489059937,8.64992315361802,2.75501919084126,12.682297841902,8.53238740195094,1.74984896247358,21.9077649649845,16.0117621482942,0,102.997261234092,2.46183683687309,0.777975849127556,7.99491382157129,14.2852874364145,18.4043131123961,13.950960335558,14.9541050463461,2.06412009931699,12.8172572829509,2.78740394774535,0.778660658589367,17.115001602915,10.0805667542713,0.528200127597932,9.92443446809998,4.14408398495167
"hpl8_b_DN586_c0_g2_i10",6.59191756610611,3.34615349263041,2.10433671954319,6.63657673227906,3.4727725391207,0,2.94820546585833,1.63323884477177,4.33764775690088,0,1.95731410907415,0,2.34754329229326,0,2.6805966214857,0,2.3762556330621,1.51394935309984,0,2.55443422618575,5.54337763280034,3.07752092606344,1.00631257979777,0,2.78101738642816,6.76188384126896,0.82795982201902
"hpl8_b_DN590_c0_g1_i5",109.735851378994,33.9670162283351,57.331888655588,31.62781496865,43.5484672808484,65.8440823514411,70.8933015860933,44.5044843222229,43.984138707222,15.8040430808429,13.385484616545,28.2359361200745,18.5517644495476,23.4313635957474,25.7868298658465,34.0703183563199,25.2365880736265,20.7266346948481,50.8210232074748,80.0615385052225,44.599567813559,60.6126657449007,47.3935719964223,77.7518671330568,24.5891319327546,15.4102322053098,60.6835922044503
"hpl8_b_DN21301_c0_g1_i1",0,3.35189584330096,0,0,2.78844974224244,0,0,10.5905729887035,0,0,0,0,0,0.676078061930211,0,0,0,1.50735474560501,0,2.5538252223285,0,0,1.00542088862722,0,0.523347357782108,0,0
"hpl8_b_DN11551_c0_g1_i1",2.17964359773054,0,0,2.15104162022596,0.707348831268313,0,0,13.7810553015361,1.45869109345571,0,0,2.45980726961222,2.71770270072849,2.64628056699985,0,13.7121125961458,4.63094133946383,2.98164432323991,2.06750333669169,5.13820268498662,0,0.781187669998048,5.03624583864601,5.04254135770364,6.53845261958685,0.277020429377596,5.80657329506949
"hpl8_b_DN11534_c0_g1_i1",4.36727264315829,6.73691299802554,2.15477299889359,3.35918663533826,1.4058268921849,0,5.25396718292191,11.3670115458907,4.36124639765948,2.01165658170506,1.94864071437079,1.231823859459,2.72582581970494,8.69218370591286,9.82823928403126,5.93892209813304,4.66351998717819,0,4.12331197462916,2.56023864908535,0,6.21736245650959,0,20.1584306385147,4.56735792106061,1.09939466600295,7.45649774213854
"hpl8_b_DN8398_c0_g2_i1",22.8287134950147,37.3302952198968,0,0.928737847143835,0,2.86044200269627,0,24.2834170969138,0,0,0,2.45613801271272,22.4346207825762,0,2.66890853721658,0,0,1.48229784621275,0,0,0,0,15.1226398160442,0,0,1.11847946993814,0.830968529035624
"hpl8_b_DN3108_c0_g1_i1",18.5577298933748,10.1100303397587,8.63137167127434,26.2867021374158,13.367807654609,0,13.4226272929795,28.4083752874645,20.3619470672989,6.02745859722968,7.78375761073943,23.3971077806314,41.2678044889431,8.01378919805096,21.4381597875226,9.88293171106183,18.6321686450595,23.9525885365571,18.5668261951375,23.0533222897628,13.9385480521969,40.4433044481976,25.1579032947111,24.1908535831371,26.1963920165253,43.2018500127383,17.4007794966208
"hpl8_b_DN2635_c3_g1_i1",2.18601457715938,0,0,0,0.700106313621523,0,1.75460421729465,11.3807018680604,0,0,1.95531389339523,0,0.780237289519136,6.72552426586347,1.78756863912262,0.663647331154708,0,0,0,0,2.78840747848648,1.54952920372466,0,0,0.525196492945079,1.36757864958277,0.827790856074408
"hpl8_b_DN11404_c0_g1_i1",0,0,0,0,0,0,0,3.25270641985145,0,4.04734887553,0,0,1.17077440246063,0.673355044150887,0,0,0,0,0,0,0,0,4.02307408532309,1.00801522909452,0,0,0
"hpl8_b_DN8963_c1_g1_i2",3.27183261985984,0,2.16616879838095,7.04845630801183,8.46452110259469,14.2284553297739,7.57980817758052,13.7897621041282,7.2824742582836,0,1.94038088013153,12.3056473708066,13.9958681966719,5.31957609275139,8.03220498717245,7.87380637510361,9.28898804087033,7.46993656080446,4.12986586160578,33.3459068998854,13.9396117721621,16.3672059885163,7.0480665615556,8.06537019549556,8.81302831723312,12.6991503059695,4.14503067904295
"hpl8_b_DN5869_c0_g1_i2",41.244467063611,20.4145688109094,6.64570589109992,9.64153257227298,7.16125659409797,8.60160607752222,4.64476980952392,42.0498248337747,43.3234553903457,3.93703180671706,5.71479789447442,18.4027860863214,25.08429515158,13.5939815367869,3.55350761825026,26.8582108253106,0,7.38519394047904,9.34473572951947,31.0460331854464,5.5745657675312,14.2055058813624,33.2884828676586,7.07125174708576,23.2279474096072,18.8443175986639,11.646174591558
"hpl8_b_DN2400_c0_g1_i6",55.5377316531371,57.5251251375198,21.8254066222052,15.7070109070516,22.6870940005086,25.675738321572,26.7809627215827,41.3263677249907,20.448737899817,9.95657106172836,27.0019569114387,25.8175886214917,7.75599844242698,25.6985912793384,4.45515577238952,18.2133894752328,18.4807395769662,25.2994328857221,32.0723578211764,33.4417885732658,16.7269966608332,43.8294732443334,22.1653970150865,29.2555148959237,12.7495962893503,5.55605585472378,39.8372750997709
"hpl8_b_DN30563_c0_g1_i1",6.55761612943233,0,6.42194006126159,0,4.20103177741011,2.83729540052785,2.33932039041834,5.69004168238945,1.45098900730955,0,3.9103194441454,1.23220937150113,0.780170393497852,0,0,1.32733637546557,2.34386420275088,7.51470538928872,0,2.55571465103701,0,0,2.01176004195897,0,1.050479034932,0.820646823936927,0.827790948253636
"hpl8_b_DN1089_c0_g1_i1",0,0,0,0,0,0,0,6.48288402954532,0,0,0,0,0.775690367986294,0,0,0,0,0,0,0,0,0,0,2.01755421101353,0,0,0
"hpl8_b_DN1006_c1_g4_i1",3.26617496433036,0,4.36961363638235,5.85565550964829,5.67576401344194,5.7077356332237,4.07458683176212,28.3571874995783,1.46118349702697,11.9382168506433,5.78108773198193,8.60462562746725,6.97802177800465,3.2905620399203,6.23592592755549,11.6945329177397,2.30847814470092,1.48741712781675,13.4531044799285,2.57347868505704,5.57560187894827,5.48187596211411,8.06084804896829,14.1247270189838,5.670058152629,12.2338934531749,2.49023978053991
"hpl8_b_DN14921_c0_g1_i1",4.38135229699008,3.35198838457089,0,0.90891164028094,0.697182486973556,0,1.17411574731934,5.70293107581541,1.4486146301635,4.07118818641644,0,0,0,0,0.894079210819964,2.66753052405177,0,0,2.05421027505126,0,11.1327617039589,3.0885616033154,0,1.00798530418386,1.04678132405701,1.08811220419912,1.65557200244499
"hpl8_b_DN14983_c0_g1_i1",16.2861495229307,13.6022630301365,2.21192079004509,5.28208401051091,8.58484451721463,5.73153245998794,6.38833861649561,15.3675954395949,9.5406591366821,0,1.90729600131828,8.58978739208672,4.24712131366278,9.72719814091293,4.44322749729806,6.40569225719969,2.28949213374747,4.43446681595026,14.5310698971113,15.5141583097908,13.9367341806049,5.51976605756482,11.0948521113827,2.02008954697363,5.17695017862848,2.80908922052179,9.14846932776573
"hpl8_b_DN17022_c0_g1_i1",0,0,0,2.42223502070281,3.48460409948556,5.67047607617772,5.87417521540853,6.51943449965528,2.17261157359262,0,1.96051995574065,1.23344073727927,1.95167880919746,0,0.8938935165897,0,0,3.01613292889799,1.02705652867395,2.55397768302515,0,2.31549598407855,4.0215388509208,0,0.174400255924836,2.44650409233009,0.827826675001817
"hpl8_b_DN20489_c0_g1_i1",1.09865292768435,0,0,3.61995094487949,1.38910901564828,0,1.768923279515,4.89971653431531,0.722941292816814,0,0,2.46998191809761,1.56502886152884,0.678280737021057,0,0,0,0,1.02591102639942,0,0,0,1.00631257979777,1.00920272420233,0.869067933258798,0.540950707301517,0
"hpl8_b_DN376_c0_g2_i1",14.1690482146853,0,8.69701950785726,10.1378450928984,2.82860165681646,0,11.0697694007154,13.7818795506939,5.10463949070717,7.98936707625886,7.73926902541048,3.68993285931754,19.8032030063723,5.95717280552812,2.67520630338406,5.87949740864456,11.5806760532836,2.9822919833871,18.6056863240093,2.56869289017467,0,7.81006558565567,0,11.0931904692564,11.1302466367869,11.6308408679201,7.46512148135425
"hpl8_b_DN376_c0_g2_i4",3.26921244333335,20.2801103046364,0,6.14717301025797,4.2450398639889,19.9494372887418,2.33013925957579,23.5077244065143,10.9415081782219,3.99229922845636,0,3.68986623516821,0,10.5808099702064,3.56638077144426,9.13783798966846,9.25975948318214,19.3773223225182,0,10.2777018975032,0,7.03198462647983,12.0872915017505,4.03414677948462,11.1352626094509,12.1922481946641,0
"hpl8_b_DN392_c0_g1_i7",178.846646428647,60.7728320702591,19.5233880011826,15.0303941115184,81.1963955938458,136.657553380535,135.230365773712,170.305990736126,31.3308369163588,28.0150682439184,60.0825121372109,43.0602605755375,50.1265513398457,27.8775415137291,49.9621969177374,87.1251457911942,20.8789412621903,83.5988985334661,87.8050472044471,41.0632510135513,19.5147417117365,62.4007079286886,63.444227139144,182.499245361182,21.3459372435529,10.5030613834861,104.476279319512
"hpl8_b_DN305_c0_g1_i5",4.3586906940653,6.76065662417793,0,0.922228637348637,8.49151860361039,0,3.49503460485289,22.6962666348742,3.64780853876918,0,0,7.37944965926388,0.388165619990284,11.8997114591741,10.6985653779858,9.13511482132195,0,0,17.576196568115,17.9876978199949,0,10.9401729221411,14.1021006127212,13.1112516228955,4.06587061270323,3.32585310687971,0.829582940636899
"hpl8_b_DN342_c0_g1_i24",15.27512945565,20.2349175850875,4.32496157680901,22.6523800135837,12.682297841902,14.2206456699182,18.081772612227,24.341961072205,24.0176432224413,4.01108534597007,15.5467564126931,17.2328578581116,26.8401667949007,15.3235848246783,27.6777444080531,23.6626882873664,11.6258002796317,20.9357470648845,2.06412009931699,28.1979660224919,5.57480789549069,31.1464263435747,24.1623552041154,23.185303534824,22.3604720683125,32.8057694917749,21.5492367217487
"hpl8_b_DN327_c0_g3_i1",2.19483643874865,0,4.22212894162427,0.302001941917268,4.17059854253965,0,1.17775985909967,9.79820629182642,2.16933665429947,4.09300426430491,7.83196778195317,1.23472144435751,2.73685253442941,5.42181488797687,0,0,0,0,5.13033545774546,5.10760917059325,0,2.31034995356831,5.02981182813699,2.01914905798164,6.78942047526082,11.1064818095082,9.10564037569333
"hpl8_b_DN322_c0_g1_i19",0,6.6929515520525,2.1050801226567,0.301684692585449,6.94541796937528,11.3249885521517,2.94744160873467,1.63353782331593,0,0,17.6144445665703,1.2346314810339,0.78230537023295,0,3.57340696282215,14.0571255392488,28.5188106143797,12.114069007494,2.05168703238502,2.55407295772374,2.77247919108189,3.0773494962927,4.02470564517927,1.00957715169813,0,0.811514928407032,0
"hpl8_b_DN14102_c0_g1_i1",8.74243630511016,6.72685141525583,2.14538103778285,10.0538204065892,11.2173952469279,2.83846216577285,8.18245420685873,16.2489314670084,9.43854624770219,4.03681824493861,7.81226945295015,1.23220321381648,6.23610773982989,4.02699214868056,6.25568730893116,5.96206186095365,14.0351134991776,9.00700349985464,6.17790439711163,10.229576827013,5.57669815632705,2.32703418273177,9.05326412007075,12.0952849670517,6.66109000922165,6.57592537879872,12.422249922374
"hpl8_b_DN784_c0_g1_i2",26.0388436058915,0,13.3149609893505,7.78448611708639,5.01885595761762,51.6401411217263,9.28647502914208,29.9126003651716,8.08243592904684,3.93168081524723,5.70644232210442,0,10.0278902294498,23.2553541495388,6.2164136368662,45.3122361182154,6.85355412520577,2.95144141547666,13.5036297493034,25.8891264437548,25.0848426856701,14.2194783141463,12.106578045621,15.1550432179984,13.5938802725221,12.1119009799626,16.6418801215929
"hpl8_b_DN726_c0_g1_i12",14.2132835534397,3.3604182547431,2.13903193681434,5.47512688410524,4.19914998430386,2.83647842156507,4.09527884938569,26.0131497735994,3.62656456088831,2.02295296441987,3.91237090566811,19.7191933030933,3.12137727747925,0,19.6669281976722,7.96655363474518,2.34559822126202,3.00674363424253,7.20385627166993,5.10983844742474,5.57694556125198,10.0666175426079,7.04117610514234,10.0802745236491,0.175011950759613,3.55380100725683,14.0681125672944
"hpl8_b_DN726_c0_g1_i14",0,0,0,0,0,2.8391456962424,0,0,0,0,0,0,0,10.0567999378726,0,3.30811708586843,0,0,0,0,0,0,0,0,5.08637026162304,0,0
"hpl8_b_DN736_c0_g1_i1",0,0,2.1165013709857,0.302239005392887,0.695979088643247,5.66641922792195,0,7.34218949984934,0,2.04294370695686,0,0,0.390491509575545,0,3.57442108177632,0,0,0,0,0,0,1.5416523108265,0,1.00893379522321,0.174198973711763,0.81403139558386,0.827641517062917
"hpl8_b_DN736_c1_g1_i3",76.3163382724861,0,0,0,19.0777114902618,22.7845829518748,25.641297525781,31.6228187630852,0,0,0,0,0,0.662830310225195,8.91962803646359,0,0,4.47585492631649,0,0,0,0,0,9.07533591827748,0,0,14.0982642868501
"hpl8_b_DN714_c6_g1_i1",0,0,4.2673885307333,0,0,0,0.585676577731427,8.13801898213644,2.17492770522266,0,3.91560519998942,1.23255428180988,1.56139899907832,0,0,0.665392725359339,2.35165032383572,4.51319406519962,0,2.55410296464759,0,0.773494300950491,0,0,0.699036162686099,1.3642504888177,0.827570989759344
"hpl8_b_DN31126_c0_g1_i1",10.8928580323442,13.5288292199926,2.17972808975717,1.84630494911588,6.37516818328743,2.85160589559647,1.74699795305136,15.3988217075253,4.37978525667958,0,9.65402954164773,9.83702583039215,3.10371244257156,3.95980646973553,0,0,0,4.46753481642815,0,0,5.57574193911078,3.12840999383748,0,0,2.47714693552571,1.66502691900429,0.829772892894037
"hpl8_b_DN8803_c3_g1_i1",24.0419466508014,23.5345483744096,10.7092901799069,13.6972851966761,18.2094152355165,2.8375374383279,12.8637288140801,16.2559240403652,17.4137443358283,0,11.7282403730904,18.4819554202387,23.012712679654,20.1690580800259,11.6193903188907,18.5714451541636,16.399290658148,7.5119748946173,11.3227502349569,25.5600133746988,5.57682413065807,10.8506591375361,16.0962299531453,15.1195175190825,28.5447657797352,29.8273680782327,8.27786852547648
"hpl8_b_DN417_c1_g2_i3",30.4331728247267,47.524505067374,55.0344393394265,59.1591406984451,29.9502587545438,17.1670238091293,25.5760245269167,43.7055476783604,50.5508012379451,33.6271740428513,24.8934836973789,33.1543486671003,50.2720273602409,25.4347544846556,52.4805647812037,23.1865253378047,27.5617197762201,28.1528869464309,35.2493576970481,46.4574727616848,47.3881403552612,28.3118889894386,20.1647536294956,33.3171767711013,60.6986082496,93.4517359347979,38.2290412103028
"hpl8_b_DN418_c4_g1_i1",18.6065156730519,3.35458809203983,21.3181975700514,17.3015672791127,16.7616401798299,2.83510107582471,12.893975483082,36.6225634152449,21.7483667011596,10.1477837125139,15.6681391825684,20.9439840198848,14.8371498598517,22.9522377146864,17.886346065028,11.3144153448507,16.4827784900237,9.02953901495761,15.4200755826023,22.9857876543962,11.1392423908991,16.2386115300036,9.04655462270226,10.0829719306344,34.7591481096663,30.5332593187138,10.7581096046754
"hpl8_b_DN424_c1_g1_i1",1.09132762826659,3.37109111519753,12.9594668475212,7.64621702796137,12.6722490575604,8.52918880129799,7.58480273182222,9.73809468973796,10.9125912944161,4.0148606018456,5.83472361647937,13.5430216577069,8.17246844536027,6.00503853116618,4.4654919471847,5.26528884860768,6.98175254371522,0,5.15893110381408,17.9363947940446,8.36262394556316,3.11262276559547,4.02611430539441,6.04793065884433,14.9538618306285,18.7264430307619,6.62954853359718
"hpl8_b_DN405_c1_g1_i1",5.46989946133861,3.3555961823949,0,0.607462767952416,1.39786440707597,2.8355277820053,8.19902924262594,8.13763128233842,1.4499611755981,0,0,0,1.56129981736294,7.41915581903624,3.57699572931047,10.6465961951943,0,1.50427255097522,2.05639587299767,0,5.57409558463022,3.86757535931474,2.01076973592554,1.00828476732646,0.349529404167226,0.81859548650277,8.2755848970892
"hpl8_b_DN415_c0_g1_i2",17.4389780923797,20.2742702845891,13.0450252262579,12.9023811347203,14.8497691988392,17.0950162615336,8.73935378869294,21.8889813614385,4.37534218142749,9.98701183998005,5.80464086982213,6.14992027906625,13.202303348916,9.9290865640072,8.91742327560898,17.6392842714357,6.94858756625934,7.45587712227043,16.538231162116,23.1178890999801,25.0921601921399,9.37187500798641,5.03606795503416,10.0846817252744,17.1366436393314,14.953456601909,23.2246790590824
"hpl8_b_DN413_c1_g1_i15",134.953763277081,91.453287980655,155.371174466057,149.941185830687,154.833276935149,108.506312739498,123.947144202476,163.625198797517,158.632440045789,141.091865742892,148.180890777594,127.811585645874,154.210333733072,115.60317962491,157.629123236081,119.970240657279,87.6272134528551,84.7134857422732,96.2791557755632,157.079877342353,103.146736060146,123.84549459009,138.060603434393,133.195998544285,162.109233808344,231.64207350584,162.737087173466
"hpl8_b_DN12787_c2_g4_i1",0,3.35431773850882,2.12960983799562,3.94482092060873,1.39637674581037,2.83501894083641,1.75896626701245,7.32518039987993,2.8991166607892,6.09241575935344,7.83820972116367,7.39287241345511,5.07412391861327,1.35039398518399,6.26021238218977,3.32955768630269,2.35636496200949,0,5.13962066743321,2.55381451716266,0,2.31870860836287,2.01062509421025,9.07304434981691,3.66655957349996,2.99731239032783,6.62103304429785
"hpl8_b_DN7774_c0_g1_i1",5.47993310811631,23.4440604959866,6.36103262656082,11.4978865666241,8.35962332289085,5.66780999802706,14.6930433570607,17.9420718339849,13.0269750702834,4.07916900260291,5.88101268250118,19.7372232692973,9.37238174088526,19.6196650370224,8.93899335066607,14.6884123069994,14.19636037633,9.05591411161786,7.18784746418482,10.2156809413866,0,13.8838021252469,18.0982556698622,15.1246395077065,11.6768584253357,11.1377602608237,13.2398139327787
"hpl8_b_DN7731_c1_g1_i1",20.828047500435,16.7380545578816,4.23478080324476,17.2289998331955,16.0088041432497,8.49940816266604,11.7641537798458,18.7664553907291,10.8521715042075,6.12758484743348,9.79215480407565,12.3421322422024,13.67003138334,15.5805352765312,10.7225910721335,11.358255526319,11.8452200069168,15.1026907468873,7.18581563625409,2.55364610141294,13.8895995091802,8.48022293684532,22.1266401976586,11.0971947251545,15.3304270407231,26.866448570016,12.4137206194779
"hpl8_b_DN1297_c0_g2_i1",16.3319583533443,20.308556910049,6.55245677563912,12.6333808740827,3.54663233104592,0,4.07481126108236,29.9788336403336,12.418687336598,3.98033553625915,7.71005814425407,8.60498305690764,10.4680619572234,7.2418566762358,8.01809884400205,9.74882725250169,11.5447199449417,4.46293092911081,21.7303502757036,5.14636077334524,2.78781023260851,6.26394791266107,22.166774319308,9.07992681435183,11.6923684071883,10.8409724262877,12.4506074068718
"hpl8_b_DN1249_c1_g1_i1",1.09581104077141,0,0,0.302696580316939,0,8.50208916973796,0,6.52070665074023,0,0,0,1.23362234060058,1.56189719795001,0,0,2.66902431058657,2.36382522489856,0,2.05408483807142,0,5.55747785004164,0,2.0111532785368,1.00805731893031,1.56902606179135,0.543509141111099,0.827680086390107
"hpl8_b_DN9477_c0_g1_i1",3.28068248648218,16.7900384896842,0,1.21645650014513,1.39942961545483,0,1.75533255431527,4.87834587183779,2.9010756831457,0,0,4.92974148521238,0.39018202264049,3.36613497939803,0,1.99221129707987,0,0,3.08706246549735,0,0,1.54847641953284,0,1.00810451614976,1.74981489435828,0.273274399882986,0.827497108453642
"hpl8_b_DN40601_c0_g1_i1",8.70483919856711,0,0,2.16099045751185,3.55348314708421,2.85634281529934,10.4725777236959,27.5374064732515,5.11896094902024,5.95723801241968,0,7.37277982441175,2.71139628685696,1.31217666616604,3.56157172478474,1.29555885567422,0,4.45646169508165,4.14197771247348,2.5760149474736,2.78771488515814,7.84247773914644,6.04695382610212,5.04574488398925,4.9690102684531,3.06498578069718,1.66083476693562
"hpl8_b_DN2920_c1_g1_i2",2.1930547750325,0,0,0,0,0,0,2.44765187787379,0,0,0,0,0.390506445464669,0,0.893614806751053,1.33617343880083,0,1.51062479530063,0,0,2.77801890660072,0,0,0,0.696789813257252,0.271332244013904,0.827689567810946
"hpl8_b_DN15833_c0_g1_i1",4.3756536358313,0,2.13685729367903,1.51989872977027,1.39891842401851,0,0,4.8801027151886,1.45024322901176,0,0,0,0,1.34653725483185,0,2.65806410580066,0,0,0,0,5.57691358838232,0,0,3.0243611898301,1.2245029654973,0.819443551522249,2.48258865112312
"hpl8_b_DN16054_c0_g1_i1",0,0,0,0.608005494188052,1.39915658883689,0,1.17058974078019,6.50627160632225,1.45027125339584,2.02432275250083,1.9571236170396,3.69658469777084,4.68319579577228,2.69322276114234,3.57663047565447,1.32902628521311,2.34789525864928,0,1.02879031145868,0,0,3.87069237013969,2.01149081791204,1.00808238195464,2.27422732939369,1.91224467498481,0
"hpl8_b_DN22149_c0_g1_i1",2.18440947599334,0,4.30398445461537,0,2.80946444071832,0,0.583965487657243,4.06073980303289,2.17990506745043,0,0,1.23204177069728,0,0,1.78725039101944,0.660607613598039,0,0,3.09158969069441,7.67807010564605,0,0,2.01219338715341,1.00783548759014,0,1.09844242701982,0
"hpl8_b_DN100_c0_g1_i2",10.9116567625414,3.37209409823727,2.16178358766637,5.81491864468064,4.22651518608889,11.375311044381,2.91661364803179,5.6796214217408,4.36633610827796,0,1.94371140517928,2.4619623775384,7.39161879118689,0.666514872946871,3.57158415539818,0.657553416691967,0,7.47836756417673,2.06396151128964,5.1262807368423,5.57484581089958,3.11408590443574,9.06068440810211,2.01606438287865,2.46445246062068,6.06330758868264,4.14389410518883
"hpl8_b_DN198_c0_g1_i5",2.19146955988686,0,4.24444943352824,1.51355275741015,0.69682382981033,2.83402751460695,0,11.4105160636211,5.79281342308492,0,29.4168708111491,3.70065619556415,0.780887603461305,1.35327958274886,6.25796037101198,3.33657759256141,9.45482462959244,0,5.1351854141879,0,16.6719042178817,0,6.03328477314577,5.04012844415155,0,2.71773161512713,1.65532342832375
"hpl8_b_DN114_c0_g1_i5",118.315772560777,142.88363768997,97.4361153531474,148.94279551454,146.771031185173,129.0089400083,134.126502910386,200.555237685463,167.398120416657,120.111922426526,53.3536229776289,77.2955489373355,152.838867039017,100.378193455577,112.831872948185,140.102206593097,34.3161714030437,97.5018443259756,155.732570911884,134.514805387031,97.5554323012828,193.314968488598,151.307109273082,135.35975757817,180.246493125995,242.936434408302,189.65609108749
"hpl8_b_DN168_c0_g1_i16",121.640335667074,57.7806560902462,53.0135221340701,70.1574003311404,82.1955903929073,68.7468610423771,76.6795610014892,138.334919599708,126.16748031447,110.480427357976,66.8311471005467,71.1862797777536,87.2982287634597,54.5607220493758,75.5557109401281,74.4217846723724,54.9979696450136,63.6046336415545,41.5037750163721,111.126733676244,69.6850885554767,81.9455328236851,85.7236457441078,73.7242742153819,88.2923700980534,132.438395344495,80.6559146666629
"hpl8_b_DN168_c0_g1_i9",20.6625747608557,3.39147541027008,6.58761626351598,4.9475506012216,8.54274755691422,8.57626073427426,2.32617036254148,25.9086135685761,13.1750861600748,3.96382239753527,7.6755519907118,7.3702184386291,6.96646545815533,9.81192729313039,0.889948591857733,3.22961430023465,6.90199924718419,8.90167031832767,14.5056770359146,2.5784889082768,0,2.35602586163438,5.04016191357423,5.04690432843885,9.06435908051609,8.65561577691263,4.15370987675827
"hpl8_b_DN130_c0_g2_i7",21.9225845662275,10.048073340002,19.0747891630705,26.6253072491426,25.0775262178037,22.6734094610664,24.692362699118,47.3078314741614,28.2271337056597,8.15975742482992,21.5520801736278,4.93380686978267,25.3859317832785,36.5515304719645,21.4405902201512,33.3926791289689,59.16699343235,24.1485831394589,20.5352829094392,20.4330407720125,8.33653276123521,30.8526327191263,18.100002613098,23.1896060333854,36.5953324154649,26.3471450197902,39.7158336219827
"hpl8_b_DN107_c0_g1_i14",1.09397989226772,13.4223847295796,8.53541099073591,0.303731383976208,25.8604915309055,0,11.1272539721352,0,0,0,9.78886250706449,11.0925022220703,0,2.02340613246443,3.57699572931047,14.6390697683922,7.05418317275591,0,5.14098968249417,0,0,5.41460550304063,7.03769407573939,5.04142383663231,0.524294106250839,1.63719097300554,4.96535093825352
